ID_Ville;Code_INSEE;Libelle_Commune;Organisme;Adresse_organisme;Code_ZIP;Commune;Telephone;Email;Site_Internet;Code_Region;Libelle_Region;Latitude;Longitude;Code_ZE2010;Libelle_Zone;Population;Academie;Code_Departement;Libelle_Departement;Libelle_Intercommunalite;Code_Arrondissement;Code_Canton
38;4046;Le Chaffaut-Saint-Jurson;Mairie du Chaffaut-Saint-Jurson;Le Village;4510;Le Chaffaut-Saint-Jurson;492346365;mairieduchaffaut@wanadoo.fr;;93;PROVENCE-ALPES-COTE D'AZUR;44.0376014709;6.14969015121;9301;Digne-les-Bains;803;Aix-Marseille;4;ALPES-DE-HAUTE-PROVENCE;CA Provence-Alpes-Agglom??ration;3;12
39;4047;Champtercier;Mairie de Champtercier;Le Village;4660;Champtercier;492311037;mairie@champtercier.fr;http://www.champtercier.fr;93;PROVENCE-ALPES-COTE D'AZUR;44.0960083008;6.1620259285;9301;Digne-les-Bains;864;Aix-Marseille;4;ALPES-DE-HAUTE-PROVENCE;CA Provence-Alpes-Agglom??ration;3;5
40;4049;Ch??teau-Arnoux-Saint-Auban;Mairie du Ch??teau-Arnoux-Saint-Auban;1 rue Victorin-Maurel;4160;Ch??teau-Arnoux-Saint-Auban;492332000;e.martelet@mairie-casa04.fr;http://www.chateau-arnoux-saint-auban.fr;93;PROVENCE-ALPES-COTE D'AZUR;44.0936012268;6.00865983963;9301;Digne-les-Bains;5248;Aix-Marseille;4;ALPES-DE-HAUTE-PROVENCE;CA Provence-Alpes-Agglom??ration;3;3
41;4050;Ch??teaufort;Mairie de Ch??teaufort;Le Village;4250;Ch??teaufort;492621230;chateaufort.mairie04@wanadoo.fr;;93;PROVENCE-ALPES-COTE D'AZUR;44.2745933533;6.01773405075;9301;Digne-les-Bains;28;Aix-Marseille;4;ALPES-DE-HAUTE-PROVENCE;CC du Sisteronais-Bu??ch;4;13
42;4051;Ch??teauneuf-Miravail;Mairie de Ch??teauneuf-Miravail;Les Curniers;4200;Ch??teauneuf-Miravail;492620044;mairie-ch-miravail@wanadoo.fr;;93;PROVENCE-ALPES-COTE D'AZUR;44.1593322754;5.71657419205;9301;Digne-les-Bains;69;Aix-Marseille;4;ALPES-DE-HAUTE-PROVENCE;CC Jabron-Lure-Van??on-Durance;4;14
43;4053;Ch??teauneuf-Val-Saint-Donat;Mairie de Ch??teauneuf-Val-Saint-Donat;Place de la Mairie;4200;Ch??teauneuf-Val-Saint-Donat;492624219;mairie.chateauneufvsd@orange.fr;http://www.chateauneuf-v-s-d-04.fr;93;PROVENCE-ALPES-COTE D'AZUR;44.0939750671;5.94993400574;9301;Digne-les-Bains;524;Aix-Marseille;4;ALPES-DE-HAUTE-PROVENCE;CC Jabron-Lure-Van??on-Durance;4;3
44;4054;Ch??teauredon;Mairie de Ch??teauredon;Le Village;4270;Ch??teauredon;492355306;chateauredon.mairie@wanadoo.fr;;93;PROVENCE-ALPES-COTE D'AZUR;44.0147171021;6.21359109879;9301;Digne-les-Bains;74;Aix-Marseille;4;ALPES-DE-HAUTE-PROVENCE;CA Provence-Alpes-Agglom??ration;3;12
45;4055;Chaudon-Norante;Mairie de Chaudon-Norante;Le Village;4330;Chaudon-Norante;492342475;mairie-chaudon-norante@orange.fr;;93;PROVENCE-ALPES-COTE D'AZUR;43.9954986572;6.33115005493;9301;Digne-les-Bains;185;Aix-Marseille;4;ALPES-DE-HAUTE-PROVENCE;"""CC Alpes-Provence-Verdon """"Sources de lumi??re""""""";2;12
46;4057;Clamensane;Mairie de Clamensane;Le Village;4250;Clamensane;492683093;clamensane-mairie@orange.fr;;93;PROVENCE-ALPES-COTE D'AZUR;44.3216968;6.0689115;9301;Digne-les-Bains;175;Aix-Marseille;4;ALPES-DE-HAUTE-PROVENCE;CC du Sisteronais-Bu??ch;4;13
47;4058;Claret;Mairie de Claret;Placette de la Mairie;5110;Claret;492683240;mairiedeclaret04@orange.fr;;93;PROVENCE-ALPES-COTE D'AZUR;44.371635437;5.95666980743;9304;Gap;274;Aix-Marseille;4;ALPES-DE-HAUTE-PROVENCE;CA Gap-Tallard-Durance;4;13
48;4059;Clumanc;Mairie de Clumanc;????cole la Cine;4330;Clumanc;492342216;mairiedeclumanc@orange.fr;;93;PROVENCE-ALPES-COTE D'AZUR;44.0233917236;6.38300800323;9301;Digne-les-Bains;216;Aix-Marseille;4;ALPES-DE-HAUTE-PROVENCE;"""CC Alpes-Provence-Verdon """"Sources de lumi??re""""""";2;12
49;4061;Colmars;Mairie de Colmars-les-Alpes;Place Joseph-Jirieud;4370;Colmars;492834321;mairie.colmars-les-alpes@wanadoo.fr;;93;PROVENCE-ALPES-COTE D'AZUR;44.182011;6.627112;9301;Digne-les-Bains;501;Aix-Marseille;4;ALPES-DE-HAUTE-PROVENCE;"""CC Alpes-Provence-Verdon """"Sources de lumi??re""""""";2;2
50;4062;La Condamine-Ch??telard;Mairie de La Condamine-Ch??telard;1 place du Bicentenaire;4530;La Condamine-Ch??telard;492843042;lacondamine394@orange.fr;http://www.lacondaminechatelard.fr;93;PROVENCE-ALPES-COTE D'AZUR;44.458205;6.745126;9304;Gap;159;Aix-Marseille;4;ALPES-DE-HAUTE-PROVENCE;CC Vall??e de l'Ubaye - Serre-Pon??on;1;1
51;4063;Corbi??res-en-Provence;Mairie de Corbi??res;1 place Haute;4220;Corbi??res-en-Provence;492782212;secretariat@mairie-corbieres.fr;http://www.mairie-corbieres.fr;93;PROVENCE-ALPES-COTE D'AZUR;43.7613983154;5.7498497963;9302;Manosque;1216;Aix-Marseille;4;ALPES-DE-HAUTE-PROVENCE;CA Durance-Lub??ron-Verdon Agglom??ration;4;9
52;4065;Cruis;Mairie de Cruis;Le Village;4230;Cruis;492770431;mairie.cruis@wanadoo.fr;http://www.cruis.fr;93;PROVENCE-ALPES-COTE D'AZUR;44.0626068115;5.83551979065;9302;Manosque;647;Aix-Marseille;4;ALPES-DE-HAUTE-PROVENCE;CC Pays Forcalquier et Montagne de Lure;4;6
53;4066;Curbans;Mairie de Curbans;Complexe communal;5110;Curbans;492542187;mairiedecurbans@wanadoo.fr;http://curbans.fr;93;PROVENCE-ALPES-COTE D'AZUR;44.4285697937;6.03829813004;9304;Gap;587;Aix-Marseille;4;ALPES-DE-HAUTE-PROVENCE;CA Gap-Tallard-Durance;4;13
54;4067;Curel;Mairie de Curel;Le Village;4200;Curel;492620940;mairie.curel@orange.fr;http://www.curel.fr;93;PROVENCE-ALPES-COTE D'AZUR;44.1772384644;5.66169404984;9301;Digne-les-Bains;56;Aix-Marseille;4;ALPES-DE-HAUTE-PROVENCE;CC Jabron-Lure-Van??on-Durance;4;14
55;4068;Dauphin;Mairie de Dauphin;Le Village;4300;Dauphin;492795818;mairie-dauphin@wanadoo.fr;;93;PROVENCE-ALPES-COTE D'AZUR;43.8988037109;5.78411197662;9302;Manosque;844;Aix-Marseille;4;ALPES-DE-HAUTE-PROVENCE;CC Haute-Provence-Pays de Banon;4;11
56;4069;Demandolx;Mairie de Demandolx;Le Village;4120;Demandolx;492836366;mairie.demandolx@wanadoo.fr;;93;PROVENCE-ALPES-COTE D'AZUR;43.8695487976;6.57936191559;9301;Digne-les-Bains;138;Aix-Marseille;4;ALPES-DE-HAUTE-PROVENCE;"""CC Alpes-Provence-Verdon """"Sources de lumi??re""""""";2;2
57;4070;Digne-les-Bains;Mairie de Digne-les-Bains;Place du G??n??ral-de-Gaulle;4003;Digne-les-Bains Cedex;492305200;cabinet.mairie@dignelesbains.fr;http://www.dignelesbains.fr;93;PROVENCE-ALPES-COTE D'AZUR;44.0928359;6.2358831;9301;Digne-les-Bains;17329;Aix-Marseille;4;ALPES-DE-HAUTE-PROVENCE;CA Provence-Alpes-Agglom??ration;3;98
58;4072;Draix;Mairie de Draix;Le Village;4420;Draix;492354085;mairie.draix@nordnet.fr;;93;PROVENCE-ALPES-COTE D'AZUR;44.1346244812;6.34251880646;9301;Digne-les-Bains;117;Aix-Marseille;4;ALPES-DE-HAUTE-PROVENCE;CA Provence-Alpes-Agglom??ration;3;13
59;4073;Enchastrayes;Mairie d'Enchastrayes;Place de l?????????glise;4400;Enchastrayes;492810548;mairie.enchastrayes@orange.fr;http://www.enchastrayes.fr;93;PROVENCE-ALPES-COTE D'AZUR;44.369543;6.69109;9304;Gap;408;Aix-Marseille;4;ALPES-DE-HAUTE-PROVENCE;CC Vall??e de l'Ubaye - Serre-Pon??on;1;1
60;4074;Entrages;Mairie d'Entrages;Le Village;4000;Entrages;492314904;mairie.entrages@orange.fr;;93;PROVENCE-ALPES-COTE D'AZUR;44.0456008911;6.26588010788;9301;Digne-les-Bains;106;Aix-Marseille;4;ALPES-DE-HAUTE-PROVENCE;CA Provence-Alpes-Agglom??ration;3;4
61;4075;Entrepierres;Mairie d'Entrepierres;La Girale;4200;Entrepierres;492614171;mairie@entrepierres.fr;http://www.entrepierres.fr;93;PROVENCE-ALPES-COTE D'AZUR;44.1972770691;5.99108886719;9301;Digne-les-Bains;391;Aix-Marseille;4;ALPES-DE-HAUTE-PROVENCE;CC du Sisteronais-Bu??ch;4;14
62;4076;Entrevaux;Mairie d'Entrevaux;Place Charles-Panier;4320;Entrevaux;493053410;administration@mairie-entrevaux.fr;;93;PROVENCE-ALPES-COTE D'AZUR;43.9499784;6.8101685;9307;Nice;874;Aix-Marseille;4;ALPES-DE-HAUTE-PROVENCE;"""CC Alpes-Provence-Verdon """"Sources de lumi??re""""""";2;2
63;4077;Entrevennes;Mairie d'Entrevennes;Place de la Mairie;4700;Entrevennes;492786553;mairie@entrevennes.net;http://www.dlva.fr;93;PROVENCE-ALPES-COTE D'AZUR;43.9378700256;6.0244140625;9302;Manosque;171;Aix-Marseille;4;ALPES-DE-HAUTE-PROVENCE;CA Durance-Lub??ron-Verdon Agglom??ration;4;12
64;4079;L'Escale;Mairie de L'Escale;Rue Fran??ois-Arnaud;4160;L'Escale;492641935;mairie.delescale@wanadoo.fr;http://www.lescale.fr;93;PROVENCE-ALPES-COTE D'AZUR;44.0848007202;6.02430009842;9301;Digne-les-Bains;1424;Aix-Marseille;4;ALPES-DE-HAUTE-PROVENCE;CA Provence-Alpes-Agglom??ration;3;3
65;4081;Esparron-de-Verdon;Mairie d'Esparron-de-Verdon;Le Village;4800;Esparron-de-Verdon;492771223;mairie.esparron-de-verdon@wanadoo.fr;;93;PROVENCE-ALPES-COTE D'AZUR;43.7384147644;5.9704580307;9302;Manosque;403;Aix-Marseille;4;ALPES-DE-HAUTE-PROVENCE;CA Durance-Lub??ron-Verdon Agglom??ration;4;15
66;4084;Estoublon;Mairie d'Estoublon;Rue Louis-Laurens;4270;Estoublon;492344087;mairie.estoublon@orange.fr;;93;PROVENCE-ALPES-COTE D'AZUR;43.9438247681;6.17105388641;9301;Digne-les-Bains;493;Aix-Marseille;4;ALPES-DE-HAUTE-PROVENCE;CA Provence-Alpes-Agglom??ration;3;12
67;4085;Faucon-du-Caire;Mairie de Faucon-du-Caire;Le Village;4250;Faucon-du-Caire;492684022;mairie.fauconducaire@wanadoo.fr;;93;PROVENCE-ALPES-COTE D'AZUR;44.3975563049;6.09197807312;9301;Digne-les-Bains;54;Aix-Marseille;4;ALPES-DE-HAUTE-PROVENCE;CC du Sisteronais-Bu??ch;4;13
68;4086;Faucon-de-Barcelonnette;Mairie de Faucon-de-Barcelonnette;Maison Rose;4400;Faucon-de-Barcelonnette;492811424;mairiefaucondebarcelonnette@wanadoo.fr;http://www.faucondebarcelonnette.fr;93;PROVENCE-ALPES-COTE D'AZUR;44.3937034607;6.67817020416;9304;Gap;335;Aix-Marseille;4;ALPES-DE-HAUTE-PROVENCE;CC Vall??e de l'Ubaye - Serre-Pon??on;1;1
69;4087;Fontienne;Mairie de Fontienne;Le Village;4230;Fontienne;492730010;mairie-fontienne@orange.fr;;93;PROVENCE-ALPES-COTE D'AZUR;44.009279;5.794377;9302;Manosque;130;Aix-Marseille;4;ALPES-DE-HAUTE-PROVENCE;CC Pays Forcalquier et Montagne de Lure;4;6
70;4088;Forcalquier;Mairie de Forcalquier;Place du Bourguet;4300;Forcalquier;492709100;mairie.forcalquier@ville-forcalquier.fr;http://www.ville-forcalquier.fr;93;PROVENCE-ALPES-COTE D'AZUR;43.9594993591;5.7808098793;9302;Manosque;5103;Aix-Marseille;4;ALPES-DE-HAUTE-PROVENCE;CC Pays Forcalquier et Montagne de Lure;4;6
71;4090;Le Fugeret;Mairie du Fugeret;Place de la Mairie;4240;Le Fugeret;492832016;le.fugeret.mairie@wanadoo.fr;http://www.lefugeret.com;93;PROVENCE-ALPES-COTE D'AZUR;44.003562;6.641248;9307;Nice;202;Aix-Marseille;4;ALPES-DE-HAUTE-PROVENCE;"""CC Alpes-Provence-Verdon """"Sources de lumi??re""""""";2;2
72;4091;Ganagobie;Mairie de Ganagobie;Le Village;4310;Ganagobie;492680321;mairie-de-ganagobie@wanadoo.fr;;93;PROVENCE-ALPES-COTE D'AZUR;44.0095596313;5.9168920517;9302;Manosque;96;Aix-Marseille;4;ALPES-DE-HAUTE-PROVENCE;CA Provence-Alpes-Agglom??ration;3;3
73;4092;La Garde;Mairie de La Garde;Rue de l'????glise;4120;La Garde;492836847;mairie.lagarde04@wanadoo.fr;;93;PROVENCE-ALPES-COTE D'AZUR;43.8302536011;6.55742120743;9301;Digne-les-Bains;92;Aix-Marseille;4;ALPES-DE-HAUTE-PROVENCE;"""CC Alpes-Provence-Verdon """"Sources de lumi??re""""""";2;2
74;4093;Gigors;Mairie de Gigors;Le Village;4250;Gigors;952345764;mairie.gigors@free.fr;;93;PROVENCE-ALPES-COTE D'AZUR;44.4189720154;6.15969514847;9304;Gap;61;Aix-Marseille;4;ALPES-DE-HAUTE-PROVENCE;CC du Sisteronais-Bu??ch;4;13
