Code INSEE;Code Postal;Commune;Département;Région;Statut;Altitude Moyenne;Superficie;Population;geo_point_2d;geo_shape;ID Geofla;Code Commune;Code Canton;Code Arrondissement;Code Département;Code Région
05062;05800;LE GLAIZIL;HAUTES-ALPES;PROVENCE-ALPES-COTE D'AZUR;Commune simple;1326.0;2168.0;0.2;44.7481922763,5.97487247782;"{""type"": ""Polygon"", ""coordinates"": [[[5.965579076030656, 44.715340903017704], [5.9515976276851275, 44.73448086779222], [5.951121583439212, 44.75962053934213], [5.953164593423205, 44.77131432942453], [5.980273413653572, 44.78118367116187], [5.984387125040211, 44.77622581913859], [5.999761526006543, 44.75405252729498], [6.003803615571416, 44.73693297573223], [5.996803677065359, 44.73295125601023], [5.994681021142062, 44.72346768679886], [5.980582351088964, 44.72355086171477], [5.965579076030656, 44.715340903017704]]]}";19446;062;20;2;05;93
05036;05380;CHATEAUROUX-LES-ALPES;HAUTES-ALPES;PROVENCE-ALPES-COTE D'AZUR;Commune simple;1923.0;9170.0;1.1;44.6423670958,6.48290823337;"{""type"": ""Polygon"", ""coordinates"": [[[6.519387236616617, 44.584089823116585], [6.516244976943895, 44.59072320990978], [6.454262325966003, 44.61849637361869], [6.435669209562626, 44.60241459314215], [6.423494116798431, 44.61710213811003], [6.404307155286364, 44.61818159185284], [6.401463559469083, 44.621026524307254], [6.4002511764492, 44.63836493353958], [6.407206577653173, 44.647152790216275], [6.431410154584757, 44.662786524051086], [6.435183402353982, 44.67931323550654], [6.442948576234596, 44.68299173356024], [6.452390737304474, 44.682895674731895], [6.466513354991788, 44.696656123230646], [6.485566389992619, 44.70074354689152], [6.49729537706415, 44.69896759780614], [6.499261097221893, 44.68140474789682], [6.508183459973219, 44.678238361526134], [6.5189458994482, 44.66673993245852], [6.550030517837133, 44.65583328289814], [6.56541401580909, 44.64195557418739], [6.566918460456136, 44.63142625102123], [6.553085982251026, 44.629015142184535], [6.541246663607767, 44.61392215940786], [6.532326380412075, 44.594184058253404], [6.519387236616617, 44.584089823116585]]]}";39;036;08;2;05;93
05116;05600;REOTIER;HAUTES-ALPES;PROVENCE-ALPES-COTE D'AZUR;Commune simple;1792.0;2227.0;0.2;44.6813566833,6.56457884975;"{""type"": ""Polygon"", ""coordinates"": [[[6.591007288627987, 44.65572646233223], [6.567854571429728, 44.66016197248841], [6.55132455674782, 44.67275205138882], [6.530897029972058, 44.6817240602108], [6.522516115146898, 44.69010190470861], [6.51293901263519, 44.69089309062704], [6.49729537706415, 44.69896759780614], [6.485566389992619, 44.70074354689152], [6.533476077849282, 44.6980613053276], [6.552425438000075, 44.70041040178529], [6.566047623456497, 44.697232509730924], [6.578940707643833, 44.69194962929094], [6.603379442989721, 44.68925467367776], [6.6074589717096135, 44.67957775961398], [6.604323221031101, 44.6688744021339], [6.591007288627987, 44.65572646233223]]]}";18169;116;11;1;05;93
05142;05800;SAINT-FIRMIN;HAUTES-ALPES;PROVENCE-ALPES-COTE D'AZUR;Chef-lieu canton;1268.0;2198.0;0.5;44.7934858148,6.02571058056;"{""type"": ""Polygon"", ""coordinates"": [[[5.984387125040211, 44.77622581913859], [5.980273413653572, 44.78118367116187], [5.977782179481527, 44.79098996854541], [5.986128689230283, 44.79448637943347], [6.000585218914436, 44.79532128639471], [6.014142084212838, 44.8053236901951], [6.022664598244369, 44.81718283386197], [6.056489736635054, 44.815814115953955], [6.062975217696834, 44.78385699740177], [6.050092830504475, 44.7788964953727], [6.025811825869935, 44.77549878488484], [5.984387125040211, 44.77622581913859]]]}";4316;142;20;2;05;93
05122;05310;LA ROCHE-DE-RAME;HAUTES-ALPES;PROVENCE-ALPES-COTE D'AZUR;Commune simple;1853.0;4096.0;0.8;44.7656681153,6.61644369734;"{""type"": ""Polygon"", ""coordinates"": [[[6.6815698613965715, 44.7721117930622], [6.6227673654403905, 44.74924792379534], [6.613340402861536, 44.74130053669986], [6.604542660502478, 44.72517578801515], [6.590139231232793, 44.71579351664037], [6.5874176441070595, 44.7187026014664], [6.579698707214346, 44.734859105936124], [6.581702598264162, 44.741508428659714], [6.5731450254383255, 44.75369913363241], [6.566042960694388, 44.76296734639123], [6.561745263973105, 44.76900865837355], [6.5644545698102394, 44.77183247560833], [6.589808880672885, 44.78728118453547], [6.5937777272831415, 44.78542213575479], [6.6076128922256885, 44.78724369481288], [6.615995586641645, 44.79537921462056], [6.644220649879175, 44.795941740302816], [6.656641604352466, 44.792495260966454], [6.6645532801642435, 44.795226177451575], [6.669908668314492, 44.78536009320738], [6.6817932740851695, 44.77899924393663], [6.6815698613965715, 44.7721117930622]]]}";4867;122;02;1;05;93
05018;05000;LA BATIE-VIEILLE;HAUTES-ALPES;PROVENCE-ALPES-COTE D'AZUR;Commune simple;968.0;908.0;0.30000000000000004;44.5553227405,6.15570739329;"{""type"": ""Polygon"", ""coordinates"": [[[6.158164729296564, 44.52785318216815], [6.15062683656172, 44.53089767007002], [6.146684561877925, 44.529541640384565], [6.150092217123881, 44.54298561918659], [6.146162759879356, 44.55995449553792], [6.142130063695588, 44.56606069469554], [6.133780533205536, 44.56866752205186], [6.132293831632999, 44.575259628819694], [6.160480938883707, 44.574627585189646], [6.164686628062488, 44.57365120203115], [6.163266602394613, 44.564961548367016], [6.171595244133725, 44.56291164047644], [6.171904666007587, 44.54936126659829], [6.158164729296564, 44.52785318216815]]]}";16400;018;05;2;05;93
05098;05200;LES ORRES;HAUTES-ALPES;PROVENCE-ALPES-COTE D'AZUR;Commune simple;2114.0;7386.0;0.5;44.4850666477,6.57973142216;"{""type"": ""Polygon"", ""coordinates"": [[[6.585621521783836, 44.44599329071414], [6.576354019988733, 44.448033733727385], [6.557482342292992, 44.44599554627571], [6.535107705995263, 44.451879174325796], [6.521775166932249, 44.44808007475093], [6.512446422336229, 44.44998185631555], [6.516718177485393, 44.45879340828511], [6.52920611729636, 44.467972809347486], [6.525484584373191, 44.49726977967179], [6.5328434750419255, 44.506225623461866], [6.534534832356279, 44.52600517090187], [6.567593336654703, 44.530464926152824], [6.590926704801963, 44.52713051882994], [6.6181075189962275, 44.51900590565906], [6.630361664733489, 44.50801443191093], [6.63360334566274, 44.49420086035787], [6.641669539687274, 44.485544805106834], [6.63229969332171, 44.446915027907075], [6.603091595073157, 44.44792836685206], [6.588864229507246, 44.44555427044864], [6.585621521783836, 44.44599329071414]]]}";13792;098;08;2;05;93
05069;05300;LAGRAND;HAUTES-ALPES;PROVENCE-ALPES-COTE D'AZUR;Commune simple;698.0;691.0;0.30000000000000004;44.3375164992,5.74194525581;"{""type"": ""Polygon"", ""coordinates"": [[[5.742239344263136, 44.322573116753986], [5.7271829488857495, 44.329855838391154], [5.719897990628727, 44.33807035903825], [5.715320218758995, 44.33786823797595], [5.730605015716365, 44.35009046660321], [5.739629221304703, 44.34955084030598], [5.751017876928979, 44.34368226538922], [5.769150979137352, 44.34515473677891], [5.77339196127947, 44.34256192876257], [5.7610545437651925, 44.33690068458173], [5.750057331179943, 44.32544920319783], [5.742239344263136, 44.322573116753986]]]}";17472;069;15;2;05;93
05106;05230;PRUNIERES;HAUTES-ALPES;PROVENCE-ALPES-COTE D'AZUR;Commune simple;1112.0;1523.0;0.30000000000000004;44.5433412641,6.33640431241;"{""type"": ""Polygon"", ""coordinates"": [[[6.334820660133109, 44.51140053793443], [6.334732176469577, 44.51843120677723], [6.3130963920853045, 44.549546748420255], [6.3233114126989, 44.58050562603779], [6.335584267897524, 44.57634214420125], [6.34104932228552, 44.55261454256349], [6.346130422499503, 44.5467119489048], [6.358265272157302, 44.54122537768991], [6.357196946821147, 44.53491453460813], [6.3693816164455335, 44.525046057693494], [6.362000081358194, 44.52207257904393], [6.357373679421711, 44.52263697854365], [6.347638782086103, 44.51542724527939], [6.334820660133109, 44.51140053793443]]]}";900;106;07;2;05;93
05169;05150;SORBIERS;HAUTES-ALPES;PROVENCE-ALPES-COTE D'AZUR;Commune simple;904.0;1389.0;0.0;44.3625387102,5.57325324553;"{""type"": ""Polygon"", ""coordinates"": [[[5.587920978301597, 44.332122539792884], [5.571306603801943, 44.33347593094965], [5.564940745086684, 44.353618517033375], [5.548969263500222, 44.36605815168134], [5.54848430782758, 44.36950979740622], [5.557660633905501, 44.3772495287561], [5.557297175235636, 44.38727310208151], [5.557615981081967, 44.390715161144506], [5.5815073375749655, 44.38798691305036], [5.583498182217645, 44.38730074275635], [5.585419368042735, 44.36611740164502], [5.593831910078707, 44.349410608326224], [5.587920978301597, 44.332122539792884]]]}";35726;169;17;2;05;93
05016;05700;LA BATIE-MONTSALEON;HAUTES-ALPES;PROVENCE-ALPES-COTE D'AZUR;Commune simple;782.0;1505.0;0.2;44.4559449966,5.74903304625;"{""type"": ""Polygon"", ""coordinates"": [[[5.745722633625762, 44.42993194124551], [5.729105331492149, 44.440622209435816], [5.716692981182635, 44.444216627730476], [5.725577448174598, 44.45220287390843], [5.726598431057202, 44.4590322119322], [5.737160531122004, 44.46521970600031], [5.737399423890744, 44.47846374666442], [5.758867495753759, 44.48217116310481], [5.762719005333307, 44.4803993041284], [5.763727047567141, 44.47065486099534], [5.770109206004338, 44.46201853653222], [5.77863446293593, 44.459669132775794], [5.7779769876082945, 44.45320026363951], [5.745722633625762, 44.42993194124551]]]}";24746;016;22;2;05;93
05072;05500;LAYE;HAUTES-ALPES;PROVENCE-ALPES-COTE D'AZUR;Commune simple;1349.0;1063.0;0.2;44.6417417308,6.07103943315;"{""type"": ""Polygon"", ""coordinates"": [[[6.091115981348069, 44.63326067752516], [6.065736659180183, 44.625273443470675], [6.051689487575613, 44.627725369739224], [6.044533468980559, 44.63234631359686], [6.046762144099051, 44.64556471366851], [6.060418226939198, 44.649070593643884], [6.08667734348048, 44.664179472915436], [6.091006902266323, 44.65979698016274], [6.08978746841393, 44.64953306920553], [6.09424865762775, 44.639759019771844], [6.091115981348069, 44.63326067752516]]]}";26571;072;18;2;05;93
05112;05400;RABOU;HAUTES-ALPES;PROVENCE-ALPES-COTE D'AZUR;Commune simple;1451.0;2642.0;0.1;44.6061461258,6.01077928936;"{""type"": ""Polygon"", ""coordinates"": [[[6.014662240001159, 44.573254541635826], [6.010097651108462, 44.574397087772816], [6.002693891220795, 44.5870851068207], [5.985928768985049, 44.59307112330826], [5.972554055412199, 44.62923344144038], [5.963019749302958, 44.6369759225815], [5.982106069140562, 44.64094918720138], [5.98427859956565, 44.63407968508068], [5.999789815985178, 44.62539843373694], [6.018680070993645, 44.625965172690265], [6.032743301452053, 44.622625112343634], [6.047571934178201, 44.613406073562025], [6.049429530796016, 44.59948054895226], [6.041411561874461, 44.58665629658114], [6.024333194367112, 44.574737826662215], [6.014662240001159, 44.573254541635826]]]}";12555;112;09;2;05;93
05065;05600;GUILLESTRE;HAUTES-ALPES;PROVENCE-ALPES-COTE D'AZUR;Chef-lieu canton;1646.0;5114.0;2.3;44.6680987436,6.7010158705;"{""type"": ""Polygon"", ""coordinates"": [[[6.6498991710887605, 44.60239186196775], [6.642675943564396, 44.61105668009081], [6.6496867195679314, 44.6273626916923], [6.651336238231108, 44.64463882520563], [6.648291995603257, 44.651237229757314], [6.613225547720845, 44.66059005353848], [6.595484835208541, 44.65565302489873], [6.591007288627987, 44.65572646233223], [6.604323221031101, 44.6688744021339], [6.624522040742149, 44.6626716190691], [6.639597814376108, 44.671630305339676], [6.663799240184577, 44.66817240846341], [6.678172424486113, 44.67050713004595], [6.694592995209156, 44.67842257386865], [6.705622423180216, 44.69418637163232], [6.719912606601575, 44.70392733592357], [6.761745826046414, 44.71737552221367], [6.771313985297801, 44.71056936889837], [6.795277949483794, 44.70193545346283], [6.803387395342702, 44.68953405141741], [6.746193067751341, 44.682761366984074], [6.72750787158456, 44.68656522710569], [6.714434705538153, 44.68182267881176], [6.708790404641262, 44.67610875561888], [6.72071436046301, 44.642658495786705], [6.674556938323319, 44.63407276572422], [6.657690071685416, 44.6056218469773], [6.6498991710887605, 44.60239186196775]]]}";9300;065;11;1;05;93
05171;05190;THEUS;HAUTES-ALPES;PROVENCE-ALPES-COTE D'AZUR;Commune simple;1147.0;1649.0;0.2;44.4852106101,6.19688253047;"{""type"": ""Polygon"", ""coordinates"": [[[6.212771802626378, 44.46007398953595], [6.177510474370304, 44.46162795754042], [6.18125430063167, 44.46757421103375], [6.179319919343134, 44.47389152666114], [6.168966803883882, 44.47976644659334], [6.167917241374558, 44.48618423728695], [6.175672811693104, 44.48892519434234], [6.186652735767903, 44.50708682700606], [6.193196561708273, 44.511041943707475], [6.201208176459513, 44.50799870099223], [6.219234617869115, 44.50860919210202], [6.222611243060471, 44.4989423026721], [6.214397882810514, 44.48711818984609], [6.212771802626378, 44.46007398953595]]]}";16187;171;07;2;05;93
05014;05300;BARRET-SUR-MEOUGE;HAUTES-ALPES;PROVENCE-ALPES-COTE D'AZUR;Commune simple;894.0;2627.0;0.2;44.2647188875,5.72864435071;"{""type"": ""Polygon"", ""coordinates"": [[[5.76047265585527, 44.22915836784312], [5.748779787645123, 44.22359758463526], [5.7354331364116415, 44.226029504078625], [5.732602453857344, 44.23981680218883], [5.686652769624987, 44.266069482070705], [5.675610026715043, 44.27588577949198], [5.718284591238201, 44.286663827394904], [5.753572120266434, 44.29501713905712], [5.758487214516076, 44.27567343499682], [5.7700642399360484, 44.2704104041736], [5.772700005953883, 44.26765989469591], [5.7693295508848195, 44.265376150743556], [5.756104994571775, 44.265348508127474], [5.744814911645506, 44.25919148864853], [5.743522598929308, 44.24905536139785], [5.76047265585527, 44.22915836784312]]]}";8299;014;16;2;05;93
05007;05350;ARVIEUX;HAUTES-ALPES;PROVENCE-ALPES-COTE D'AZUR;Commune simple;2096.0;7316.0;0.4;44.7638980345,6.72230859416;"{""type"": ""Polygon"", ""coordinates"": [[[6.719912606601575, 44.70392733592357], [6.717960734642892, 44.70709337553799], [6.692370183456479, 44.71675578970993], [6.682977009053436, 44.72812743965495], [6.691619379393435, 44.765224924549614], [6.6815698613965715, 44.7721117930622], [6.6817932740851695, 44.77899924393663], [6.669908668314492, 44.78536009320738], [6.6645532801642435, 44.795226177451575], [6.673648606423975, 44.79726839539963], [6.680248089480686, 44.80970366283877], [6.695845116135103, 44.81699005381743], [6.7193413908444395, 44.816510669909604], [6.737738223264231, 44.81970454419401], [6.748326472534365, 44.8136505835784], [6.757302672459563, 44.80548698790231], [6.757809466481967, 44.77369770257524], [6.770629685268752, 44.75486578980467], [6.768618785035866, 44.73411356758187], [6.761745826046414, 44.71737552221367], [6.719912606601575, 44.70392733592357]]]}";4766;007;01;1;05;93
05078;05110;MONETIER-ALLEMONT;HAUTES-ALPES;PROVENCE-ALPES-COTE D'AZUR;Commune simple;724.0;754.0;0.30000000000000004;44.3930962547,5.93397190265;"{""type"": ""Polygon"", ""coordinates"": [[[5.941362274824038, 44.372661792235306], [5.918871521133927, 44.38487177090695], [5.922985433880767, 44.40056244849129], [5.910435492482924, 44.40524575350615], [5.919428782805598, 44.409556664374236], [5.937671562393694, 44.40778330645552], [5.953542574540608, 44.395017655817995], [5.941362274824038, 44.372661792235306]]]}";35023;078;12;2;05;93
05153;05260;SAINT-MICHEL-DE-CHAILLOL;HAUTES-ALPES;PROVENCE-ALPES-COTE D'AZUR;Commune simple;1707.0;1697.0;0.30000000000000004;44.6888900905,6.16982010891;"{""type"": ""Polygon"", ""coordinates"": [[[6.156378619927146, 44.664410399814905], [6.153918913127416, 44.66940901970306], [6.152076156459177, 44.67866973780197], [6.1451536259984945, 44.68224552087903], [6.145548968861444, 44.69519964470649], [6.141625773669507, 44.69687884656091], [6.145081400740496, 44.706952994475536], [6.159175572907616, 44.70527211513503], [6.18929579499289, 44.71597731378956], [6.189572492147479, 44.7101577196964], [6.194941967962638, 44.705695930284826], [6.189091213435061, 44.69274581521106], [6.192715709901004, 44.68649632419537], [6.189071966091342, 44.673230357636186], [6.181891840632669, 44.66459826496541], [6.156378619927146, 44.664410399814905]]]}";2441;153;18;2;05;93
05054;05500;LA FARE-EN-CHAMPSAUR;HAUTES-ALPES;PROVENCE-ALPES-COTE D'AZUR;Commune simple;1287.0;1027.0;0.4;44.6653766254,6.05826038858;"{""type"": ""Polygon"", ""coordinates"": [[[6.046762144099051, 44.64556471366851], [6.033272188677388, 44.662927324006866], [6.046426126194518, 44.67739533964411], [6.065918595504586, 44.687758396380694], [6.076400648328037, 44.67179964995106], [6.08667734348048, 44.664179472915436], [6.060418226939198, 44.649070593643884], [6.046762144099051, 44.64556471366851]]]}";22084;054;18;2;05;93
05151;05120;SAINT-MARTIN-DE-QUEYRIERES;HAUTES-ALPES;PROVENCE-ALPES-COTE D'AZUR;Commune simple;1887.0;5556.0;1.1;44.8375257288,6.58255010654;"{""type"": ""Polygon"", ""coordinates"": [[[6.644220649879175, 44.795941740302816], [6.615995586641645, 44.79537921462056], [6.6076128922256885, 44.78724369481288], [6.5937777272831415, 44.78542213575479], [6.589808880672885, 44.78728118453547], [6.569886137824841, 44.80018167452685], [6.566252016851126, 44.8097346487811], [6.547405991544681, 44.847506371786906], [6.535044351196314, 44.85218189085955], [6.533611395209185, 44.85417421708354], [6.535727178344028, 44.85718904072087], [6.528782038153742, 44.86562944560202], [6.525119630922929, 44.88862833337998], [6.539776911925213, 44.89106392199442], [6.554582282269173, 44.88921189831256], [6.601003358312852, 44.862831362869514], [6.619825984438867, 44.842652034165816], [6.629295728508894, 44.827273138635086], [6.632025608938726, 44.81014959951132], [6.6423212076462335, 44.80276376701164], [6.644220649879175, 44.795941740302816]]]}";5983;151;02;1;05;93
